#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
gfz2012alom|2012-01-07T07:52:32.18|51.520000|16.082000|5.0|||GFZ|gfz2012alom|M|3.13||Poland|
gfz2012akil|2012-01-06T15:37:55.98|52.092000|17.554000|5.0|||GFZ|gfz2012akil|MLv|4.42||Poland|
gfz2011zpyz|2011-12-31T12:03:44.67|51.451000|16.150000|5.0|||GFZ|gfz2011zpyz|M|2.46||Poland|
gfz2011zmxb|2011-12-29T19:40:23.98|51.215000|15.941000|10.0|||GFZ|gfz2011zmxb|mb|3.47||Poland|
gfz2011zhij|2011-12-26T18:40:59.53|51.414000|15.992000|1.0|||GFZ|gfz2011zhij|M|3.8||Poland|
gfz2011zhip|2011-12-26T18:40:59.35|51.498000|15.954000|1.0|||GFZ|gfz2011zhip|M|3.76||Poland|
gfz2011zcux|2011-12-24T07:13:49.52|51.463000|16.154000|5.0|||GFZ|gfz2011zcux|M|3.39||Poland|
gfz2011yxnz|2011-12-21T10:04:49.21|49.961000|14.397000|1.0|||GFZ|gfz2011yxnz|M|2.18||Czech and Slovak Republics|
gfz2011yjln|2011-12-13T17:01:45.68|51.625000|16.144000|1.0|||GFZ|gfz2011yjln|MLv|3.92||Poland|
gfz2011xmaq|2011-11-30T21:17:07.08|51.520000|16.004000|10.0|||GFZ|gfz2011xmaq|mb|4.1||Poland|
gfz2011xbsw|2011-11-25T06:00:01.27|51.527000|16.098000|3.4|||GFZ|gfz2011xbsw|mb|4.2||Poland|
gfz2011wsby|2011-11-19T23:13:23.28|51.402000|15.992000|10.0|||GFZ|gfz2011wsby|mb|3.68||Poland|
gfz2011wold|2011-11-17T23:18:37.72|51.538000|16.005000|10.0|||GFZ|gfz2011wold|mb|4.14||Poland|
gfz2011wnqt|2011-11-17T13:02:48.28|51.057000|13.229000|5.0|||GFZ|gfz2011wnqt|M|2.07||Germany|
gfz2011vsjs|2011-11-05T21:36:36.41|51.543000|16.142000|10.0|||GFZ|gfz2011vsjs|mb|4.09||Poland|
gfz2011usxh|2011-10-22T22:56:17.35|51.522000|16.099000|10.0|||GFZ|gfz2011usxh|mb|4.08||Poland|
gfz2011udlq|2011-10-14T12:00:06.71|50.495000|13.642000|1.4|||GFZ|gfz2011udlq|M|2.19||Czech and Slovak Republics|
gfz2011ucwi|2011-10-14T04:15:47.98|51.563000|16.186000|10.0|||GFZ|gfz2011ucwi|mb|4.38||Poland|
gfz2011txvq|2011-10-11T10:14:30.03|51.594000|15.991000|10.0|||GFZ|gfz2011txvq|mb|4.14||Poland|
gfz2011tnms|2011-10-05T18:22:31.9|51.239000|16.053000|10.0|||GFZ|gfz2011tnms|M|4.03||Poland|
gfz2011tgmb|2011-10-01T22:04:57.36|51.475000|16.074000|10.0|||GFZ|gfz2011tgmb|mb|4.18||Poland|
gfz2011sqkn|2011-09-23T03:07:45.99|51.222000|16.058000|10.0|||GFZ|gfz2011sqkn|mb|4.09||Poland|
gfz2011sczq|2011-09-15T18:51:36.78|51.663000|16.128000|10.0|||GFZ|gfz2011sczq|mb|4.03||Poland|
gfz2011qzbh|2011-08-30T09:37:57.11|51.488000|16.136000|5.0|||GFZ|gfz2011qzbh|M|3.98||Poland|
gfz2011qhjv|2011-08-20T17:29:02.11|51.439000|16.147000|2.9|||GFZ|gfz2011qhjv|mb|4.22||Poland|
gfz2011pxzq|2011-08-15T14:11:38.02|51.375000|15.809000|10.0|||GFZ|gfz2011pxzq|mb|4.27||Poland|
gfz2011opsd|2011-07-27T19:42:19.61|51.493000|16.232000|1.0|||GFZ|gfz2011opsd|mb|4.1||Poland|
gfz2011mozp|2011-06-28T23:15:50.75|51.557000|16.040000|10.0|||GFZ|gfz2011mozp|mb|4.31||Poland|
gfz2011lvos|2011-06-18T08:15:32.53|51.378000|15.959000|10.0|||GFZ|gfz2011lvos|mb|4.09||Poland|
gfz2011ldkp|2011-06-08T09:39:29.72|51.563000|16.182000|2.0|||GFZ|gfz2011ldkp|mb|4.19||Poland|
gfz2011jwbu|2011-05-21T03:48:04.23|51.492000|16.086000|1.0|||GFZ|gfz2011jwbu|M|3.45||Poland|
gfz2011jhmh|2011-05-13T03:59:09.15|51.477000|16.162000|10.0|||GFZ|gfz2011jhmh|mb|4.59||Poland|
gfz2011ixli|2011-05-07T16:07:44.82|51.451000|16.088000|10.0|||GFZ|gfz2011ixli|mb|4.21||Poland|
gfz2011ikpw|2011-04-30T15:40:11.33|51.508000|16.092000|10.0|||GFZ|gfz2011ikpw|mb|4.06||Poland|
gfz2011ijrv|2011-04-30T03:32:00.81|51.601000|16.265000|4.0|||GFZ|gfz2011ijrv|MLv|3.04||Poland|
gfz2011guqb|2011-04-07T17:32:04.33|51.526000|16.046000|10.0|||GFZ|gfz2011guqb|mb|4.21||Poland|
gfz2011gfab|2011-03-30T04:17:16.84|51.493000|16.039000|10.0|||GFZ|gfz2011gfab|mb|4.1||Poland|
gfz2011fkar|2011-03-18T16:33:52.72|51.517000|16.184000|5.0|||GFZ|gfz2011fkar|mb|4.2||Poland|
gfz2011emlx|2011-03-05T18:45:54.84|51.585000|16.040000|10.0|||GFZ|gfz2011emlx|mb|4.05||Poland|
gfz2011eljt|2011-03-05T04:32:37.57|51.558000|16.114000|5.0|||GFZ|gfz2011eljt|mb|4.46||Poland|
gfz2011elgh|2011-03-05T02:46:52.27|51.633000|16.153000|5.0|||GFZ|gfz2011elgh|MLv|3.36||Poland|
gfz2011dxjg|2011-02-25T12:18:42.7|50.544000|13.605000|2.9|||GFZ|gfz2011dxjg|M|2.12||Czech and Slovak Republics|
gfz2011drhs|2011-02-22T04:36:56.89|51.475000|16.060000|10.0|||GFZ|gfz2011drhs|mb|4.14||Poland|
gfz2011djzm|2011-02-18T04:26:47.29|51.522000|16.030000|10.0|||GFZ|gfz2011djzm|mb|4.29||Poland|
gfz2011djzl|2011-02-18T04:26:44.82|51.569000|16.082000|1.0|||GFZ|gfz2011djzl|mb|4.37||Poland|
gfz2011cxsc|2011-02-11T11:04:25.07|51.606000|16.102000|2.2|||GFZ|gfz2011cxsc|M|3.4||Poland|
gfz2011cxgk|2011-02-11T05:04:03.47|50.997000|15.632000|10.0|||GFZ|gfz2011cxgk|M|3.43||Poland|
gfz2011ctdf|2011-02-08T22:52:35.11|51.459000|16.010000|10.0|||GFZ|gfz2011ctdf|mb|3.73||Poland|
gfz2011cmmw|2011-02-05T07:45:00.97|51.596000|16.074000|1.0|||GFZ|gfz2011cmmw|M|3.71||Poland|
gfz2011caae|2011-01-29T11:36:23.27|51.465000|16.155000|10.0|||GFZ|gfz2011caae|mb|4.01||Poland|
gfz2011bvvv|2011-01-27T04:49:23.95|51.525000|16.133000|1.0|||GFZ|gfz2011bvvv|MLv|3.43||Poland|
gfz2011buzy|2011-01-26T17:45:05.3|51.497000|16.002000|1.0|||GFZ|gfz2011buzy|M|3.5||Poland|
gfz2011bowz|2011-01-23T09:24:11.34|51.574000|16.176000|5.0|||GFZ|gfz2011bowz|MLv|3.72||Poland|
gfz2011bjbv|2011-01-20T04:59:09.78|51.254000|15.889000|5.0|||GFZ|gfz2011bjbv|M|3.53||Poland|
gfz2010znmf|2010-12-30T08:56:44.5|51.554000|16.098000|5.0|||GFZ|gfz2010znmf|mb|4.43||Poland|
gfz2010zjoe|2010-12-28T05:21:00.54|51.545000|16.059000|10.0|||GFZ|gfz2010zjoe|MLv|4.08||Poland|
gfz2010zjkv|2010-12-28T03:40:09.48|51.196000|15.978000|10.0|||GFZ|gfz2010zjkv|mb|3.62||Poland|
gfz2010zioz|2010-12-27T16:37:25.97|51.328000|15.965000|5.0|||GFZ|gfz2010zioz|mb|3.19||Poland|
gfz2010zcfj|2010-12-24T04:53:24.91|51.479000|16.039000|10.0|||GFZ|gfz2010zcfj|mb|4.03||Poland|
gfz2010ysep|2010-12-18T17:03:57.45|51.521000|16.109000|0.5|||GFZ|gfz2010ysep|mb|4.02||Poland|
gfz2010yjag|2010-12-13T16:33:49.69|51.299000|16.088000|10.0|||GFZ|gfz2010yjag|mb|4.29||Poland|
gfz2010xwhr|2010-12-06T17:26:12.31|51.444000|15.846000|10.0|||GFZ|gfz2010xwhr|mb|3.89||Poland|
gfz2010xpit|2010-12-02T21:57:43.75|51.207000|15.872000|5.0|||GFZ|gfz2010xpit|M|3.52||Poland|
gfz2010xmeo|2010-12-01T04:24:35.6|51.498000|16.102000|10.0|||GFZ|gfz2010xmeo|mb|4.1||Poland|
gfz2010wtuq|2010-11-21T02:54:23.28|51.526000|16.089000|2.0|||GFZ|gfz2010wtuq|MLv|3.49||Poland|
gfz2010wfiw|2010-11-13T04:49:08.51|51.536000|16.139000|1.0|||GFZ|gfz2010wfiw|mb|3.84||Poland|
gfz2010vipf|2010-10-31T17:42:12.02|51.563000|16.019000|10.0|||GFZ|gfz2010vipf|mb|4.23||Poland|
gfz2010ulob|2010-10-19T02:50:04.72|51.279000|15.828000|5.0|||GFZ|gfz2010ulob|mb|3.32||Poland|
gfz2010ugcy|2010-10-16T03:27:49.74|51.452000|16.156000|5.0|||GFZ|gfz2010ugcy|M|4.15||Poland|
gfz2010tztx|2010-10-12T16:02:17.12|51.396000|15.957000|10.0|||GFZ|gfz2010tztx|mb|4.02||Poland|
gfz2010tpmn|2010-10-07T00:50:43.65|51.578000|16.098000|1.0|||GFZ|gfz2010tpmn|mb|4.38||Poland|
gfz2010stee|2010-09-24T19:27:24.67|51.580000|16.168000|5.0|||GFZ|gfz2010stee|mb|3.63||Poland|
gfz2010skak|2010-09-19T19:15:06.75|51.356000|15.938000|10.0|||GFZ|gfz2010skak|M|3.01||Poland|
gfz2010rijk|2010-09-04T15:45:15.58|51.541000|16.017000|10.0|||GFZ|gfz2010rijk|MLv|3.99||Poland|
gfz2010rbbh|2010-08-31T15:38:12.02|51.489000|16.034000|1.0|||GFZ|gfz2010rbbh|mb|3.83||Poland|
gfz2010qyup|2010-08-30T09:57:38.78|51.576000|16.089000|5.0|||GFZ|gfz2010qyup|MLv|4.33||Poland|
gfz2010qxar|2010-08-29T10:44:53.19|51.587000|16.159000|1.0|||GFZ|gfz2010qxar|MLv|3.73||Poland|
gfz2010otte|2010-07-30T04:00:38.41|51.432000|15.943000|5.0|||GFZ|gfz2010otte|M|3.55||Poland|
gfz2010osum|2010-07-29T15:31:44.76|51.399000|16.085000|5.0|||GFZ|gfz2010osum|M|3.21||Poland|
gfz2010ntgg|2010-07-15T15:43:12.62|51.536000|16.107000|5.0|||GFZ|gfz2010ntgg|MLv|4.24||Poland|
gfz2010npca|2010-07-13T09:02:42.07|50.426000|13.865000|3.4|||GFZ|gfz2010npca|M|1.8||Czech and Slovak Republics|
gfz2010njez|2010-07-10T03:39:00.19|51.348000|15.917000|10.0|||GFZ|gfz2010njez|M|3.34||Poland|
gfz2010mjos|2010-06-26T02:47:40.81|51.491000|16.114000|5.0|||GFZ|gfz2010mjos|mb|4.1||Poland|
gfz2010mfjd|2010-06-23T19:25:01.19|51.358000|16.042000|10.0|||GFZ|gfz2010mfjd|mb|3.98||Poland|
gfz2010lvhs|2010-06-18T07:14:45.73|51.301000|15.871000|10.0|||GFZ|gfz2010lvhs|M|3.86||Poland|
gfz2010lign|2010-06-11T03:46:15.25|51.484000|16.083000|10.0|||GFZ|gfz2010lign|mb|4.16||Poland|
gfz2010ldmj|2010-06-08T12:59:46.17|51.018000|13.244000|5.2|||GFZ|gfz2010ldmj|M|2.14||Germany|
gfz2010kxyz|2010-06-05T12:30:29.22|51.269000|15.822000|5.0|||GFZ|gfz2010kxyz|M|3.66||Poland|
gfz2010kwdq|2010-06-04T12:34:43.08|51.417000|15.847000|10.0|||GFZ|gfz2010kwdq|mb|4.39||Poland|
gfz2010kwdl|2010-06-04T12:29:00.59|51.310000|15.860000|10.0|||GFZ|gfz2010kwdl|mb|4.02||Poland|
gfz2010klov|2010-05-29T17:38:07.35|51.218000|15.843000|5.0|||GFZ|gfz2010klov|mb|3.2||Poland|
gfz2010klnb|2010-05-29T16:44:32.03|51.402000|15.986000|10.0|||GFZ|gfz2010klnb|mb|3.83||Poland|
gfz2010jmkl|2010-05-15T22:48:39.44|51.551000|16.150000|10.0|||GFZ|gfz2010jmkl|mb|4.07||Poland|
gfz2010ijow|2010-04-30T03:51:40.22|51.559000|16.090000|5.0|||GFZ|gfz2010ijow|mb|4.37||Poland|
gfz2010hjnn|2010-04-15T21:25:09.19|51.520000|16.222000|10.0|||GFZ|gfz2010hjnn|mb|4.36||Poland|
gfz2010gykv|2010-04-09T19:27:53.9|51.308000|15.976000|10.0|||GFZ|gfz2010gykv|mb|4.06||Poland|
gfz2010gmcr|2010-04-03T01:36:44.5|51.609000|16.113000|5.0|||GFZ|gfz2010gmcr|mb|4.52||Poland|
gfz2010ghtb|2010-03-31T16:10:56.91|51.563000|16.240000|5.0|||GFZ|gfz2010ghtb|mb|3.51||Poland|
gfz2010fjzc|2010-03-18T15:45:42.72|51.340000|15.996000|5.0|||GFZ|gfz2010fjzc|mb|3.7||Poland|
gfz2010douh|2010-02-20T19:32:11.97|51.385000|16.129000|10.0|||GFZ|gfz2010douh|mb|3.63||Poland|
gfz2010doom|2010-02-20T16:36:08.99|51.484000|16.090000|5.0|||GFZ|gfz2010doom|mb|4.49||Poland|
gfz2010cuhz|2010-02-09T14:26:20.85|51.584000|16.122000|5.0|||GFZ|gfz2010cuhz|mb|4.47||Poland|
gfz2010coct|2010-02-06T04:55:15.57|51.533000|16.112000|3.0|||GFZ|gfz2010coct|ML|4.95||Poland|
gfz2010bmra|2010-01-22T04:05:43.19|51.240000|19.065000|2.0|||GFZ|gfz2010bmra|mb|4.32||Poland|
gfz2010bahx|2010-01-15T09:44:44.48|51.610000|16.134000|5.0|||GFZ|gfz2010bahx|mb|4.23||Poland|
gfz2010aozn|2010-01-09T04:55:37.43|51.497000|16.222000|5.0|||GFZ|gfz2010aozn|MLv|3.48||Poland|
gfz2009zohe|2009-12-30T19:31:43.52|50.163000|18.406000|3.0|||GFZ|gfz2009zohe|M|2.77||Poland|
gfz2009zmkj|2009-12-29T18:51:47.7|51.277000|15.919000|10.0|||GFZ|gfz2009zmkj|M|3.63||Poland|
gfz2009zhjd|2009-12-27T00:31:13.07|51.525000|16.091000|5.0|||GFZ|gfz2009zhjd|mb|4.15||Poland|
gfz2009yylj|2009-12-22T03:20:28.49|51.596000|16.188000|2.0|||GFZ|gfz2009yylj|M|3.68||Poland|
gfz2009yosl|2009-12-16T19:29:06.67|51.563000|16.100000|5.0|||GFZ|gfz2009yosl|mb|4.47||Poland|
gfz2009ynhf|2009-12-16T00:39:53.39|51.429000|16.102000|5.0|||GFZ|gfz2009ynhf|M|2.88||Poland|
gfz2009yghg|2009-12-12T04:39:40.35|51.384000|16.057000|10.0|||GFZ|gfz2009yghg|mb|4.01||Poland|
gfz2009xowy|2009-12-02T15:59:40.71|51.521000|16.125000|5.0|||GFZ|gfz2009xowy|MLv|2.79||Poland|
gfz2009wcqr|2009-11-11T17:20:53.62|51.443000|16.007000|10.0|||GFZ|gfz2009wcqr|mb|3.77||Poland|
gfz2009vutt|2009-11-07T09:44:39.26|51.405000|15.993000|5.0|||GFZ|gfz2009vutt|mb|3.63||Poland|
gfz2009vewa|2009-10-29T16:34:36.88|51.494000|16.026000|5.0|||GFZ|gfz2009vewa|MLv|3.75||Poland|
gfz2009vdbs|2009-10-28T17:10:03.86|51.439000|16.255000|10.0|||GFZ|gfz2009vdbs|mb|4.41||Poland|
gfz2009upgz|2009-10-21T03:47:53.17|51.249000|15.966000|10.0|||GFZ|gfz2009upgz|mb|3.52||Poland|
gfz2009uejn|2009-10-15T04:30:15.98|51.541000|16.127000|5.0|||GFZ|gfz2009uejn|MLv|4.14||Poland|
gfz2009tikg|2009-10-03T03:41:51.26|51.428000|16.150000|10.0|||GFZ|gfz2009tikg|M|3.08||Poland|
gfz2009tbmq|2009-09-29T08:53:24.69|51.451000|16.062000|10.0|||GFZ|gfz2009tbmq|mb|4.27||Poland|
gfz2009ssbk|2009-09-24T04:54:39.88|51.343000|15.979000|5.0|||GFZ|gfz2009ssbk|M|3.39||Poland|
gfz2009srzw|2009-09-24T04:08:06.23|51.539000|16.082000|5.0|||GFZ|gfz2009srzw|M|3.31||Poland|
gfz2009qyqt|2009-08-30T08:02:32.1|51.280000|15.960000|1.0|||GFZ|gfz2009qyqt|M|2.84||Poland|
gfz2009qldy|2009-08-22T22:40:35.39|51.488000|15.965000|10.0|||GFZ|gfz2009qldy|mb|4.1||Poland|
gfz2009pvde|2009-08-14T03:57:52.94|51.617000|16.074000|5.0|||GFZ|gfz2009pvde|MLv|4.03||Poland|
gfz2009pizl|2009-08-07T12:21:00.51|51.453000|16.057000|5.0|||GFZ|gfz2009pizl|M|3.04||Poland|
gfz2009piko|2009-08-07T04:49:08.47|51.222000|15.907000|10.0|||GFZ|gfz2009piko|M|3.52||Poland|
gfz2009piib|2009-08-07T03:33:22.04|51.481000|16.044000|10.0|||GFZ|gfz2009piib|mb|4.38||Poland|
gfz2009oqzc|2009-07-28T15:41:51.85|51.547000|16.149000|5.0||||gfz2009oqzc|M|2.95||Poland|
gfz2009odma|2009-07-21T06:05:22.03|51.484000|16.102000|10.0||||gfz2009odma|mb|4.37||Poland|
gfz2009npde|2009-07-13T09:35:29.27|50.502000|13.606000|1.0||||gfz2009npde|M|1.64||Czech and Slovak Republics|
gfz2009mztg|2009-07-04T23:24:27.54|51.560000|16.098000|5.0||||gfz2009mztg|mb|4.18||Poland|
gfz2009maen|2009-06-20T23:21:20.74|51.304000|15.833000|10.0||||gfz2009maen|mb|3.37||Poland|
gfz2009lodn|2009-06-14T09:06:13.15|50.501000|13.550000|10.0||||gfz2009lodn|M|2.0||Czech and Slovak Republics|
gfz2009lhps|2009-06-10T19:16:16.98|51.599000|16.151000|10.0||||gfz2009lhps|mb|4.09||Poland|
gfz2009kwjn|2009-06-04T15:32:32.01|51.381000|15.945000|10.0||||gfz2009kwjn|M|3.73||Poland|
gfz2009kqkm|2009-06-01T09:10:24.44|51.492000|15.878000|10.0||||gfz2009kqkm|mb|4.03||Poland|
gfz2009kkar|2009-05-28T21:20:26.1|51.481000|16.189000|10.0||||gfz2009kkar|mb|4.52||Poland|
gfz2009kgfg|2009-05-26T19:04:17.17|51.536000|16.117000|10.0||||gfz2009kgfg|M|3.24||Poland|
gfz2009jnrs|2009-05-16T15:37:40.9|51.286000|16.056000|7.8||||gfz2009jnrs|mb|4.13||Poland|
gfz2009iypu|2009-05-08T09:29:20.53|51.307000|15.911000|2.0||||gfz2009iypu|M|3.19||Poland|
gfz2009iyks|2009-05-08T06:55:55.94|51.349000|15.829000|5.0||||gfz2009iyks|M|3.28||Poland|
gfz2009iurp|2009-05-06T05:50:12.35|51.506000|16.106000|2.0||||gfz2009iurp|M|3.33||Poland|
gfz2009ionq|2009-05-02T20:57:10.67|51.592000|16.190000|10.0||||gfz2009ionq|M|2.93||Poland|
gfz2009ilyu|2009-05-01T11:09:13.15|51.490000|16.038000|16.9||||gfz2009ilyu|M|3.28||Poland|
gfz2009ibvd|2009-04-25T21:52:41.97|51.259000|15.889000|10.0||||gfz2009ibvd|mb|4.1||Poland|
gfz2009hsfz|2009-04-20T15:54:35.26|51.143000|15.816000|10.0||||gfz2009hsfz|mb|3.3||Poland|
gfz2009hoow|2009-04-18T15:50:03.43|51.427000|15.984000|10.0||||gfz2009hoow|mb|4.1||Poland|
gfz2009hmdx|2009-04-17T07:59:30.31|51.477000|16.058000|5.0||||gfz2009hmdx|M|3.56||Poland|
gfz2009hiev|2009-04-15T03:53:19.12|51.129000|15.780000|16.4||||gfz2009hiev|M|3.91||Poland|
gfz2009gzpa|2009-04-10T10:44:03.66|51.380000|15.882000|10.0||||gfz2009gzpa|M|3.51||Poland|
gfz2009fvoi|2009-03-25T00:03:43.9|51.344000|16.006000|8.9||||gfz2009fvoi|mb|4.14||Poland|
gfz2009fgpn|2009-03-16T19:39:03.67|51.261000|15.879000|10.0||||gfz2009fgpn|M|3.41||Poland|
gfz2009ezrg|2009-03-13T00:21:04.67|51.569000|16.105000|10.0||||gfz2009ezrg|M|3.11||Poland|
gfz2009ezlc|2009-03-12T21:14:45.72|51.473000|15.845000|2.0||||gfz2009ezlc|M|3.19||Poland|
gfz2009ecgs|2009-02-28T04:42:45.13|51.456000|16.034000|10.0||||gfz2009ecgs|mb|4.65||Poland|
gfz2009ddpo|2009-02-14T16:34:12.39|51.457000|16.043000|10.0||||gfz2009ddpo|M|3.3||Poland|
gfz2009bmhe|2009-01-21T23:07:06.16|51.497000|16.152000|5.0||||gfz2009bmhe|MLv|3.49||Poland|
gfz2009bhgl|2009-01-19T05:01:22.79|51.296000|15.925000|10.0||||gfz2009bhgl|M|4.08||Poland|
gfz2009azzc|2009-01-15T05:17:38.29|51.341000|15.676000|10.0|||GFZ|gfz2009azzc|MLv|3.51||Poland|
gfz2009awfz|2009-01-13T04:12:18.84|51.273000|15.899000|10.0|||GFZ|gfz2009awfz|MLv|3.78||Poland|
gfz2009atch|2009-01-11T10:53:55.99|51.524000|16.112000|10.0|||GFZ|gfz2009atch|MLv|4.7||Poland|
gfz2009arth|2009-01-10T17:12:30.72|51.572000|16.172000|5.0|||GFZ|gfz2009arth|MLv|4.07||Poland|
gfz2008yrgo|2008-12-17T04:54:04.8|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2008yrgo|MLv|3.3||Poland|
gfz2008yavm|2008-12-08T04:59:46.1|51.100000|15.800000|5.0|GEOFON||GFZ|gfz2008yavm|MLv|2.7||Poland|
gfz2008xycc|2008-12-06T16:54:21.0000|51.300000|15.700000|10.0|GEOFON||GFZ|gfz2008xycc|MLv|3.4||Poland|
gfz2008wlsu|2008-11-15T16:42:19.3|51.500000|16.100000|10.0|GEOFON||GFZ|gfz2008wlsu|MLv|3.5||Poland|
gfz2008wlsl|2008-11-15T16:32:59.8|51.400000|15.700000|10.0|GEOFON||GFZ|gfz2008wlsl|MLv|3.8||Poland|
gfz2008wkem|2008-11-14T20:19:48.1|51.200000|16.000000|10.0|GEOFON||GFZ|gfz2008wkem|MLv|3.4||Poland|
gfz2008vsby|2008-11-04T22:27:02.1|51.400000|15.600000|10.0|GEOFON||GFZ|gfz2008vsby|MLv|3.4||Poland|
gfz2008vjai|2008-10-30T23:19:44.2|51.500000|16.100000|10.0|GEOFON||GFZ|gfz2008vjai|MLv|3.2||Poland|
gfz2008vfpq|2008-10-29T02:30:26.3|51.400000|16.000000|10.0|GEOFON||GFZ|gfz2008vfpq|MLv|4.2||Poland|
gfz2008uhgy|2008-10-15T18:37:19.1|51.300000|16.000000|5.0|GEOFON||GFZ|gfz2008uhgy|MLv|3.1||Poland|
gfz2008ugdb|2008-10-15T03:33:09.7|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2008ugdb|MLv|3.8||Poland|
gfz2008ueuz|2008-10-14T10:17:17.6|51.200000|15.800000|5.0|GEOFON||GFZ|gfz2008ueuz|MLv|3.4||Poland|
gfz2008ubfx|2008-10-12T11:15:28.3|50.400000|13.500000|5.0|GEOFON||GFZ|gfz2008ubfx|MLv|2.0||Czech and Slovak Republics|
gfz2008tslo|2008-10-07T15:47:40.8|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2008tslo|MLv|3.5||Poland|
gfz2008trow|2008-10-07T04:18:29.2|51.200000|15.900000|10.0|GEOFON||GFZ|gfz2008trow|MLv|2.5||Poland|
gfz2008tktq|2008-10-03T10:43:14.0000|51.400000|15.800000|10.0|GEOFON||GFZ|gfz2008tktq|MLv|3.5||Poland|
gfz2008tdne|2008-09-29T11:26:50.7|51.100000|15.600000|10.0|GEOFON||GFZ|gfz2008tdne|MLv|3.3||Poland|
gfz2008svpv|2008-09-25T03:50:37.2|51.400000|15.600000|10.0|GEOFON||GFZ|gfz2008svpv|MLv|3.5||Poland|
gfz2008smml|2008-09-20T03:37:50.6|51.400000|16.100000|5.0|GEOFON||GFZ|gfz2008smml|MLv|3.1||Poland|
gfz2008rnhk|2008-09-06T08:27:32.6|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008rnhk|MLv|4.0||Poland|
gfz2008rhfy|2008-09-03T00:51:20.5|51.400000|15.900000|7.0|GEOFON||GFZ|gfz2008rhfy|MLv|3.0||Poland|
gfz2008qvew|2008-08-27T10:35:03.5|50.500000|13.500000|2.0|GEOFON||GFZ|gfz2008qvew|MLv|1.7||Czech and Slovak Republics|
gfz2008qkqu|2008-08-21T16:00:58.2|50.800000|15.400000|10.0|GEOFON||GFZ|gfz2008qkqu|MLv|3.4||Czech and Slovak Republics|
gfz2008pyjw|2008-08-14T22:46:47.3|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2008pyjw|MLv|4.0||Poland|
gfz2008pvct|2008-08-13T03:45:43.4|51.500000|16.100000|5.0|GEOFON||GFZ|gfz2008pvct|MLv|2.8||Poland|
gfz2008pnux|2008-08-09T03:46:12.8|51.300000|16.200000|10.0|GEOFON||GFZ|gfz2008pnux|MLv|3.9||Poland|
gfz2008pizp|2008-08-06T12:26:15.5|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2008pizp|MLv|4.3||Poland|
gfz2008onsn|2008-07-25T20:49:28.0000|51.400000|16.000000|4.0|GEOFON||GFZ|gfz2008onsn|MLv|2.7||Poland|
gfz2008onli|2008-07-25T17:11:08.2|51.400000|16.000000|5.0|GEOFON||GFZ|gfz2008onli|MLv|2.9||Poland|
gfz2008ojsp|2008-07-23T16:16:44.1|51.500000|16.100000|5.0|GEOFON||GFZ|gfz2008ojsp|MLv|4.5||Poland|
gfz2008nyka|2008-07-17T11:21:02.7|50.000000|15.000000|5.0|GEOFON||GFZ|gfz2008nyka|MLv|1.9||Czech and Slovak Republics|
gfz2008ntdw|2008-07-14T14:31:26.0000|51.100000|19.100000|2.0|GEOFON||GFZ|gfz2008ntdw|MLv|3.3||Poland|
gfz2008nswg|2008-07-14T10:39:50.1|50.500000|13.500000|7.0|GEOFON||GFZ|gfz2008nswg|MLv|1.7||Czech and Slovak Republics|
gfz2008nppf|2008-07-12T15:41:08.3|51.400000|16.000000|2.0|GEOFON||GFZ|gfz2008nppf|MLv|2.7||Poland|
gfz2008nocm|2008-07-11T20:05:53.7|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008nocm|MLv|2.8||Poland|
gfz2008njju|2008-07-09T06:04:05.5|51.600000|16.100000|2.0|GEOFON||GFZ|gfz2008njju|MLv|3.5||Poland|
gfz2008nixt|2008-07-08T23:59:34.0000|51.500000|16.000000|5.0|GEOFON||GFZ|gfz2008nixt|MLv|3.2||Poland|
gfz2008nhyz|2008-07-08T11:27:54.3|51.200000|15.900000|2.0|GEOFON||GFZ|gfz2008nhyz|MLv|2.8||Poland|
gfz2008nhoo|2008-07-08T06:11:11.3|51.300000|16.100000|2.0|GEOFON||GFZ|gfz2008nhoo|MLv|3.2||Poland|
gfz2008nboo|2008-07-04T23:19:37.2|51.300000|16.100000|5.0|GEOFON||GFZ|gfz2008nboo|MLv|2.7||Poland|
gfz2008mwlw|2008-07-02T04:14:48.8|51.300000|16.000000|2.0|GEOFON||GFZ|gfz2008mwlw|MLv|2.7||Poland|
gfz2008mtjy|2008-06-30T11:49:10.6|50.500000|13.600000|6.0|GEOFON||GFZ|gfz2008mtjy|MLv|1.8||Czech and Slovak Republics|
gfz2008msbf|2008-06-29T18:16:21.5|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008msbf|MLv|3.7||Poland|
gfz2008lxwb|2008-06-18T16:47:06.6|51.300000|15.500000|10.0|GEOFON||GFZ|gfz2008lxwb|MLv|3.7||Poland|
