#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
gfz2017bnvl|2017-01-22T19:08:11.46|51.599000|16.149000|1.0|||GFZ|gfz2017bnvl|MLv|3.86||Poland|
gfz2016ytis|2016-12-18T02:51:10.18|51.393000|15.992000|10.0|||GFZ|gfz2016ytis|M|3.13||Poland|
gfz2016ypzm|2016-12-16T06:46:51.25|51.566000|16.095000|1.0|||GFZ|gfz2016ypzm|mb|4.63||Poland|
gfz2016ygik|2016-12-10T23:55:05.69|51.342000|15.865000|10.0|||GFZ|gfz2016ygik|M|3.23||Poland|
gfz2016xlyl|2016-11-29T20:09:42.07|51.487000|16.112000|1.0|||GFZ|gfz2016xlyl|mb|4.53||Poland|
gfz2016vozk|2016-11-03T00:59:16.6|51.500000|16.262000|1.0|||GFZ|gfz2016vozk|MLv|3.01||Poland|
gfz2016vaej|2016-10-25T22:36:00.76|51.560000|16.096000|0.0|||GFZ|gfz2016vaej|M|2.68||Poland|
gfz2016upkp|2016-10-20T01:07:08.62|51.473000|16.232000|1.0|||GFZ|gfz2016upkp|MLv|3.08||Poland|
gfz2016ulrc|2016-10-17T23:50:33.29|51.477000|16.087000|1.0|||GFZ|gfz2016ulrc|MLv|4.31||Poland|
gfz2016uhkb|2016-10-15T15:44:47.44|51.537000|15.972000|10.0|||GFZ|gfz2016uhkb|mb|3.83||Poland|
gfz2016tygk|2016-10-10T15:40:54.89|51.507000|16.261000|1.0|||GFZ|gfz2016tygk|MLv|3.18||Poland|
gfz2016sdqd|2016-09-15T03:11:58.17|51.486000|16.220000|1.0|||GFZ|gfz2016sdqd|MLv|3.17||Poland|
gfz2016scec|2016-09-14T07:59:09.01|51.633000|16.188000|1.0|||GFZ|gfz2016scec|MLv|4.13||Poland|
gfz2016rslf|2016-09-09T00:12:56.49|51.367000|16.066000|10.0|||GFZ|gfz2016rslf|M|3.28||Poland|
gfz2016qqms|2016-08-24T17:11:04.7|51.599000|16.169000|0.0|||GFZ|gfz2016qqms|MLv|3.71||Poland|
gfz2016pvzz|2016-08-13T12:00:58.37|51.504000|16.047000|10.0|||GFZ|gfz2016pvzz|mb|4.69||Poland|
gfz2016pgvb|2016-08-05T04:29:19.0000|51.217000|15.907000|10.0|||GFZ|gfz2016pgvb|M|3.03||Poland|
gfz2016pfiq|2016-08-04T09:04:34.14|51.416000|16.166000|1.0|||GFZ|gfz2016pfiq|MLv|3.28||Poland|
gfz2016owzc|2016-07-30T19:10:39.09|51.459000|16.067000|1.0|||GFZ|gfz2016owzc|MLv|3.78||Poland|
gfz2016owst|2016-07-30T15:57:58.28|51.570000|16.137000|1.0|||GFZ|gfz2016owst|MLv|3.32||Poland|
gfz2016mcog|2016-06-21T03:53:44.49|51.570000|16.103000|5.0|||GFZ|gfz2016mcog|MLv|2.95||Poland|
gfz2016ktwe|2016-06-02T04:08:57.61|51.573000|16.107000|1.0|||GFZ|gfz2016ktwe|MLv|4.01||Poland|
gfz2016khjc|2016-05-26T07:54:25.03|51.432000|16.174000|0.0|||GFZ|gfz2016khjc|M|2.69||Poland|
gfz2016jhoy|2016-05-12T05:19:32.84|51.491000|16.056000|10.0|||GFZ|gfz2016jhoy|M|3.79||Poland|
gfz2016jfqw|2016-05-11T04:01:36.24|51.454000|16.164000|10.0|||GFZ|gfz2016jfqw|mb|4.27||Poland|
gfz2016ivpb|2016-05-05T15:44:37.8|51.430000|15.957000|10.0|||GFZ|gfz2016ivpb|mb|4.22||Poland|
gfz2016iinf|2016-04-28T12:06:00.28|51.375000|15.901000|10.0|||GFZ|gfz2016iinf|M|3.64||Poland|
gfz2016hgcw|2016-04-12T23:01:25.71|51.499000|16.098000|10.0|||GFZ|gfz2016hgcw|mb|3.96||Poland|
gfz2016gyfo|2016-04-08T15:17:11.0000|51.263000|15.999000|10.0|||GFZ|gfz2016gyfo|mb|4.13||Poland|
gfz2016gspm|2016-04-05T13:29:20.89|51.560000|16.241000|10.0|||GFZ|gfz2016gspm|M|3.23||Poland|
gfz2016febk|2016-03-14T08:56:11.83|51.452000|16.122000|10.0|||GFZ|gfz2016febk|M|3.53||Poland|
gfz2016essj|2016-03-08T03:52:10.13|51.549000|16.064000|10.0|||GFZ|gfz2016essj|mb|4.06||Poland|
gfz2016dwvu|2016-02-25T04:36:24.85|51.451000|16.188000|1.0|||GFZ|gfz2016dwvu|MLv|3.91||Poland|
gfz2016dobm|2016-02-20T09:15:32.45|51.497000|15.946000|10.0|||GFZ|gfz2016dobm|mb|3.81||Poland|
gfz2016cuny|2016-02-09T16:49:39.98|51.356000|16.017000|10.0|||GFZ|gfz2016cuny|M|3.32||Poland|
gfz2016bugd|2016-01-26T07:21:33.04|51.399000|16.002000|1.0|||GFZ|gfz2016bugd|M|3.23||Poland|
gfz2016bnag|2016-01-22T08:25:53.0000|51.470000|16.186000|5.0|||GFZ|gfz2016bnag|MLv|3.33||Poland|
gfz2016bdfj|2016-01-16T23:38:58.62|51.531000|16.102000|1.0|||GFZ|gfz2016bdfj|MLv|3.49||Poland|
gfz2015zknj|2015-12-28T12:31:10.55|51.554000|16.114000|5.0|||GFZ|gfz2015zknj|MLv|3.73||Poland|
gfz2015yerf|2015-12-11T02:05:47.19|51.446000|16.179000|5.0|||GFZ|gfz2015yerf|MLv|3.49||Poland|
gfz2015wssu|2015-11-20T07:48:10.9|51.476000|16.145000|5.0|||GFZ|gfz2015wssu|MLv|3.52||Poland|
gfz2015vedh|2015-10-29T02:26:54.16|51.500000|16.219000|5.0|||GFZ|gfz2015vedh|MLv|3.63||Poland|
gfz2015rsbw|2015-09-09T19:30:16.38|51.558000|16.181000|10.0|||GFZ|gfz2015rsbw|mb|4.06||Poland|
gfz2015qqwx|2015-08-25T22:18:58.03|51.431000|16.157000|10.0|||GFZ|gfz2015qqwx|M|3.47||Poland|
gfz2015obbi|2015-07-19T19:18:06.77|51.535000|16.051000|10.0|||GFZ|gfz2015obbi|mb|4.17||Poland|
gfz2015nyzq|2015-07-18T16:09:37.42|51.663000|16.154000|0.0|||GFZ|gfz2015nyzq|M|2.45||Poland|
gfz2015nlup|2015-07-11T10:51:53.3|51.503000|16.026000|10.0|||GFZ|gfz2015nlup|mb|3.93||Poland|
gfz2015ngaf|2015-07-08T06:53:19.53|51.608000|16.155000|10.0|||GFZ|gfz2015ngaf|mb|4.61||Poland|
gfz2015mcpa|2015-06-22T04:17:00.42|51.533000|16.263000|5.0|||GFZ|gfz2015mcpa|MLv|3.85||Poland|
gfz2015lgpz|2015-06-10T03:46:54.3|51.512000|16.206000|0.0|||GFZ|gfz2015lgpz|M|2.99||Poland|
gfz2015jmzh|2015-05-16T04:14:24.96|51.462000|16.155000|10.0|||GFZ|gfz2015jmzh|mb|3.79||Poland|
gfz2015gvoa|2015-04-08T04:09:06.17|51.471000|16.102000|1.0|||GFZ|gfz2015gvoa|MLv|3.12||Poland|
gfz2015gjnz|2015-04-01T14:30:19.52|51.527000|16.113000|1.0|||GFZ|gfz2015gjnz|MLv|3.14||Poland|
gfz2015fufg|2015-03-24T05:03:11.03|51.502000|16.014000|10.0|||GFZ|gfz2015fufg|M|3.41||Poland|
gfz2015ezzi|2015-03-13T03:20:03.36|51.492000|15.896000|10.0|||GFZ|gfz2015ezzi|mb|3.76||Poland|
gfz2015dmet|2015-02-19T08:37:44.29|51.525000|16.195000|1.0|||GFZ|gfz2015dmet|M|3.33||Poland|
gfz2015daeb|2015-02-12T18:39:09.41|51.617000|16.044000|5.0|||GFZ|gfz2015daeb|mb|4.05||Poland|
gfz2015cmhz|2015-02-05T04:43:59.06|51.486000|16.078000|10.0|||GFZ|gfz2015cmhz|mb|4.15||Poland|
gfz2015bxkw|2015-01-28T01:10:45.04|51.452000|16.145000|10.0|||GFZ|gfz2015bxkw|mb|4.37||Poland|
gfz2014yxrx|2014-12-21T12:01:57.89|51.215000|15.945000|10.0|||GFZ|gfz2014yxrx|M|3.42||Poland|
gfz2014ygoe|2014-12-12T02:50:00.59|51.577000|16.232000|10.0|||GFZ|gfz2014ygoe|mb|4.09||Poland|
gfz2014xlrd|2014-11-30T16:28:13.98|51.240000|19.062000|1.0|||GFZ|gfz2014xlrd|MLv|4.18||Poland|
gfz2014uytp|2014-10-26T03:53:12.79|51.513000|16.064000|10.0|||GFZ|gfz2014uytp|mb|4.16||Poland|
gfz2014ulbs|2014-10-18T16:04:14.43|51.376000|15.917000|10.0|||GFZ|gfz2014ulbs|M|3.4||Poland|
gfz2014qgjn|2014-08-20T04:12:08.11|51.534000|15.991000|10.0|||GFZ|gfz2014qgjn|M|3.73||Poland|
gfz2014oems|2014-07-21T16:28:14.34|51.443000|16.017000|10.0|||GFZ|gfz2014oems|M|3.62||Poland|
gfz2014naxz|2014-07-05T12:04:57.76|51.620000|16.127000|10.0|||GFZ|gfz2014naxz|mb|4.52||Poland|
gfz2014lhoo|2014-06-10T16:12:22.87|51.908000|16.102000|10.0|||GFZ|gfz2014lhoo|mb|4.0||Poland|
gfz2014kdmt|2014-05-25T05:12:17.43|51.356000|15.924000|10.0|||GFZ|gfz2014kdmt|M|3.28||Poland|
gfz2014jmyb|2014-05-16T03:37:01.74|51.656000|16.269000|1.0|||GFZ|gfz2014jmyb|M|2.98||Poland|
gfz2014jcxj|2014-05-10T15:54:34.05|51.402000|16.054000|10.0|||GFZ|gfz2014jcxj|M|3.45||Poland|
gfz2014glls|2014-04-02T15:37:18.19|51.410000|16.068000|10.0|||GFZ|gfz2014glls|mb|4.17||Poland|
gfz2014gjql|2014-04-01T15:44:23.54|51.512000|16.195000|1.0|||GFZ|gfz2014gjql|M|3.12||Poland|
gfz2014fmys|2014-03-20T05:47:17.88|51.510000|16.040000|10.0|||GFZ|gfz2014fmys|mb|4.37||Poland|
gfz2014fisf|2014-03-17T21:58:12.41|51.286000|15.972000|10.0|||GFZ|gfz2014fisf|mb|3.94||Poland|
gfz2014ffse|2014-03-16T06:32:26.37|51.514000|16.097000|10.0|||GFZ|gfz2014ffse|mb|4.48||Poland|
gfz2014ellq|2014-03-05T04:30:51.69|51.552000|16.097000|0.0|||GFZ|gfz2014ellq|M|3.04||Poland|
gfz2014cgls|2014-02-01T23:48:25.81|51.471000|15.983000|10.0|||GFZ|gfz2014cgls|M|3.56||Poland|
gfz2014bmso|2014-01-22T04:32:44.39|51.389000|16.427000|1.0|||GFZ|gfz2014bmso|M|2.81||Poland|
gfz2014bleo|2014-01-21T08:20:20.43|51.606000|16.129000|10.0|||GFZ|gfz2014bleo|M|3.72||Poland|
gfz2014bkez|2014-01-20T19:23:32.28|51.340000|15.951000|1.0|||GFZ|gfz2014bkez|M|2.55||Poland|
gfz2014bgwp|2014-01-18T23:45:54.37|51.396000|15.893000|10.0|||GFZ|gfz2014bgwp|M|3.3||Poland|
gfz2014bfnt|2014-01-18T06:09:42.37|51.378000|15.799000|1.0|||GFZ|gfz2014bfnt|M|2.86||Poland|
gfz2014aqmv|2014-01-10T00:38:45.8|51.498000|16.229000|1.0|||GFZ|gfz2014aqmv|MLv|2.96||Poland|
gfz2013zjgu|2013-12-27T20:02:57.08|51.506000|16.207000|0.0|||GFZ|gfz2013zjgu|MLv|3.0||Poland|
gfz2013ynds|2013-12-15T17:29:47.86|51.467000|16.234000|5.0|||GFZ|gfz2013ynds|M|3.19||Poland|
gfz2013ygdm|2013-12-11T21:28:12.04|51.187000|15.930000|2.0|||GFZ|gfz2013ygdm|M|2.71||Poland|
gfz2013ydgz|2013-12-10T07:47:58.3|51.357000|16.039000|1.0|||GFZ|gfz2013ydgz|M|3.26||Poland|
gfz2013ydef|2013-12-10T06:23:32.6|51.422000|16.029000|10.0|||GFZ|gfz2013ydef|mb|3.69||Poland|
gfz2013xwlt|2013-12-06T14:14:46.37|51.346000|16.161000|2.0|||GFZ|gfz2013xwlt|M|3.11||Poland|
gfz2013xscd|2013-12-04T04:51:15.48|51.514000|16.169000|1.0|||GFZ|gfz2013xscd|M|3.53||Poland|
gfz2013xiyz|2013-11-29T05:03:19.78|51.445000|15.986000|3.2|||GFZ|gfz2013xiyz|mb|3.87||Poland|
gfz2013xdnn|2013-11-26T05:34:44.39|51.548000|16.135000|1.0|||GFZ|gfz2013xdnn|M|3.24||Poland|
gfz2013wzka|2013-11-23T23:15:23.42|51.477000|16.135000|10.0|||GFZ|gfz2013wzka|mb|4.5||Poland|
gfz2013wsnl|2013-11-20T05:01:49.63|51.395000|16.025000|10.0|||GFZ|gfz2013wsnl|mb|3.79||Poland|
gfz2013wmre|2013-11-17T00:05:46.71|51.328000|15.912000|1.0|||GFZ|gfz2013wmre|M|3.12||Poland|
gfz2013whoq|2013-11-14T05:09:10.98|51.625000|16.237000|1.1|||GFZ|gfz2013whoq|M|3.19||Poland|
gfz2013waoa|2013-11-10T08:54:19.56|51.130000|15.919000|1.0|||GFZ|gfz2013waoa|M|2.59||Poland|
gfz2013uubl|2013-10-23T14:14:51.62|51.561000|16.117000|5.0|||GFZ|gfz2013uubl|M|3.02||Poland|
gfz2013tfze|2013-10-01T15:34:41.23|51.451000|16.179000|1.0|||GFZ|gfz2013tfze|M|3.06||Poland|
gfz2013sroa|2013-09-23T18:02:48.74|50.997000|13.950000|6.4|||GFZ|gfz2013sroa|M|1.96||Czech and Slovak Republics|
gfz2013skua|2013-09-20T01:07:05.12|51.452000|16.148000|10.0|||GFZ|gfz2013skua|mb|4.25||Poland|
gfz2013shhv|2013-09-18T03:32:53.05|51.431000|16.156000|1.3|||GFZ|gfz2013shhv|mb|3.81||Poland|
gfz2013ryom|2013-09-13T08:45:05.93|51.634000|16.047000|5.0|||GFZ|gfz2013ryom|M|3.01||Poland|
gfz2013rxye|2013-09-13T00:27:13.73|51.595000|16.044000|1.0|||GFZ|gfz2013rxye|M|2.89||Poland|
gfz2013ruoh|2013-09-11T04:03:52.32|51.602000|16.138000|1.0|||GFZ|gfz2013ruoh|M|3.29||Poland|
gfz2013rlzz|2013-09-06T11:44:57.15|51.314000|15.888000|0.6|||GFZ|gfz2013rlzz|ML|3.05||Poland|
gfz2013rhud|2013-09-04T04:13:31.99|51.448000|16.028000|1.0|||GFZ|gfz2013rhud|M|3.18||Poland|
gfz2013qtsz|2013-08-27T11:45:03.15|51.541000|16.141000|1.0|||GFZ|gfz2013qtsz|MLv|3.26||Poland|
gfz2013qnqz|2013-08-24T03:55:09.7|51.460000|16.131000|1.4|||GFZ|gfz2013qnqz|M|3.4||Poland|
gfz2013qlvx|2013-08-23T04:13:08.91|51.476000|16.008000|2.0|||GFZ|gfz2013qlvx|M|2.89||Poland|
gfz2013qihk|2013-08-21T05:24:06.85|51.303000|16.026000|2.0|||GFZ|gfz2013qihk|M|2.97||Poland|
gfz2013piqv|2013-08-07T04:37:26.34|51.446000|15.992000|2.0|||GFZ|gfz2013piqv|M|2.88||Poland|
gfz2013otqs|2013-07-29T23:32:14.64|51.614000|16.200000|1.0|||GFZ|gfz2013otqs|mb|4.32||Poland|
gfz2013osvx|2013-07-29T13:00:53.91|51.519000|16.257000|1.0|||GFZ|gfz2013osvx|MLv|3.42||Poland|
gfz2013nuib|2013-07-16T02:44:55.69|51.466000|16.212000|5.0|||GFZ|gfz2013nuib|MLv|3.23||Poland|
gfz2013noyn|2013-07-13T04:15:12.5|51.625000|16.028000|10.0|||GFZ|gfz2013noyn|mb|4.19||Poland|
gfz2013nkea|2013-07-10T13:20:46.8|51.631000|16.081000|5.0|||GFZ|gfz2013nkea|M|3.2||Poland|
gfz2013njfu|2013-07-10T01:06:43.4|51.389000|16.076000|5.0|||GFZ|gfz2013njfu|M|3.25||Poland|
gfz2013mlrs|2013-06-27T03:51:55.56|51.571000|16.180000|1.0|||GFZ|gfz2013mlrs|M|3.63||Poland|
gfz2013mlra|2013-06-27T03:31:34.59|51.570000|16.165000|1.0|||GFZ|gfz2013mlra|M|3.65||Poland|
gfz2013lorr|2013-06-14T13:43:26.24|51.490000|16.020000|5.0|||GFZ|gfz2013lorr|MLv|2.84||Poland|
gfz2013lnsk|2013-06-14T00:56:57.3|51.532000|16.189000|5.0|||GFZ|gfz2013lnsk|M|3.03||Poland|
gfz2013lime|2013-06-11T04:07:18.31|51.553000|16.157000|1.0|||GFZ|gfz2013lime|M|2.83||Poland|
gfz2013kike|2013-05-27T21:35:18.07|51.513000|16.106000|10.0|||GFZ|gfz2013kike|mb|4.35||Poland|
gfz2013juif|2013-05-20T04:41:57.19|51.391000|16.192000|2.1|||GFZ|gfz2013juif|M|3.13||Poland|
gfz2013jrmy|2013-05-18T15:40:30.04|51.446000|16.020000|10.0|||GFZ|gfz2013jrmy|mb|3.58||Poland|
gfz2013jnda|2013-05-16T06:07:12.29|51.430000|15.820000|1.2|||GFZ|gfz2013jnda|M|3.19||Poland|
gfz2013ikyo|2013-04-30T20:02:43.15|51.138000|15.928000|10.0|||GFZ|gfz2013ikyo|M|3.42||Poland|
gfz2013htua|2013-04-21T10:30:07.26|51.490000|16.108000|1.0|||GFZ|gfz2013htua|M|2.91||Poland|
gfz2013hmyz|2013-04-17T16:59:53.02|51.543000|16.192000|5.0|||GFZ|gfz2013hmyz|MLv|3.51||Poland|
gfz2013hcva|2013-04-12T03:38:19.1|51.371000|15.758000|1.0|||GFZ|gfz2013hcva|M|2.75||Poland|
gfz2013gsuf|2013-04-06T15:52:52.63|51.429000|16.143000|1.0|||GFZ|gfz2013gsuf|M|2.82||Poland|
gfz2013gehd|2013-03-29T17:21:43.01|51.457000|16.082000|10.0|||GFZ|gfz2013gehd|mb|4.05||Poland|
gfz2013funr|2013-03-24T09:18:34.59|51.576000|16.016000|5.0|||GFZ|gfz2013funr|MLv|3.1||Poland|
gfz2013fonj|2013-03-21T02:20:19.77|51.445000|16.185000|5.0|||GFZ|gfz2013fonj|MLv|2.96||Poland|
gfz2013fnkm|2013-03-20T11:44:55.66|51.430000|16.215000|5.0|||GFZ|gfz2013fnkm|M|2.49||Poland|
gfz2013fmwc|2013-03-20T04:29:09.43|51.518000|16.193000|5.0|||GFZ|gfz2013fmwc|M|2.53||Poland|
gfz2013fmhq|2013-03-19T21:09:52.41|51.505000|16.060000|2.0|||GFZ|gfz2013fmhq|mb|4.68||Poland|
gfz2013fhio|2013-03-17T03:57:00.54|51.504000|16.139000|5.0|||GFZ|gfz2013fhio|MLv|3.45||Poland|
gfz2013fcoj|2013-03-14T13:12:22.49|51.457000|15.995000|4.9|||GFZ|gfz2013fcoj|MLv|2.87||Poland|
gfz2013euep|2013-03-09T23:09:19.35|51.450000|16.086000|5.0|||GFZ|gfz2013euep|MLv|2.99||Poland|
gfz2013eueh|2013-03-09T23:01:55.51|51.577000|16.137000|5.0|||GFZ|gfz2013eueh|mb|4.31||Poland|
gfz2013efqu|2013-03-02T00:20:08.71|51.085000|15.717000|2.0|||GFZ|gfz2013efqu|M|2.96||Poland|
gfz2013dzwu|2013-02-26T20:37:57.17|51.420000|16.083000|5.0|||GFZ|gfz2013dzwu|M|2.38||Poland|
gfz2013dyre|2013-02-26T04:33:05.88|51.478000|16.145000|5.0|||GFZ|gfz2013dyre|MLv|3.07||Poland|
gfz2013dyef|2013-02-25T21:59:13.98|51.667000|16.178000|5.0|||GFZ|gfz2013dyef|M|2.93||Poland|
gfz2013dskq|2013-02-22T18:25:47.6|51.522000|16.101000|5.0|||GFZ|gfz2013dskq|MLv|2.68||Poland|
gfz2013dsct|2013-02-22T14:26:19.59|51.458000|16.120000|5.0|||GFZ|gfz2013dsct|MLv|3.46||Poland|
gfz2013dryb|2013-02-22T12:04:37.86|51.510000|16.114000|5.0|||GFZ|gfz2013dryb|MLv|3.51||Poland|
gfz2013diea|2013-02-17T03:52:14.46|51.507000|16.241000|5.0|||GFZ|gfz2013diea|MLv|2.77||Poland|
gfz2013dbpx|2013-02-13T13:46:05.7|51.401000|16.069000|5.0|||GFZ|gfz2013dbpx|MLv|2.83||Poland|
gfz2013dbfh|2013-02-13T08:27:23.81|51.539000|16.182000|5.0|||GFZ|gfz2013dbfh|MLv|2.76||Poland|
gfz2013czus|2013-02-12T13:56:04.02|51.513000|16.158000|5.0|||GFZ|gfz2013czus|M|3.08||Poland|
gfz2013cuop|2013-02-09T17:09:32.05|51.557000|16.077000|10.0|||GFZ|gfz2013cuop|mb|4.3||Poland|
gfz2013buaw|2013-01-26T04:41:22.64|51.476000|16.170000|1.0|||GFZ|gfz2013buaw|M|3.34||Poland|
gfz2013brcf|2013-01-24T13:57:49.97|51.423000|16.190000|5.0|||GFZ|gfz2013brcf|M|2.83||Poland|
gfz2013bfrm|2013-01-18T08:02:56.85|50.995000|16.271000|1.0|||GFZ|gfz2013bfrm|M|2.82||Poland|
gfz2013awmo|2013-01-13T07:25:44.73|51.519000|16.101000|1.0|||GFZ|gfz2013awmo|M|3.51||Poland|
gfz2012yvij|2012-12-19T04:56:28.94|51.571000|16.105000|1.0|||GFZ|gfz2012yvij|M|3.01||Poland|
gfz2012ypke|2012-12-15T23:02:32.6|51.475000|16.071000|10.0|||GFZ|gfz2012ypke|mb|4.31||Poland|
gfz2012yphh|2012-12-15T21:34:57.63|51.497000|16.169000|10.0|||GFZ|gfz2012yphh|mb|3.91||Poland|
gfz2012ycsa|2012-12-09T00:21:20.85|51.541000|16.057000|10.0|||GFZ|gfz2012ycsa|mb|4.41||Poland|
gfz2012xszh|2012-12-03T16:32:55.58|51.463000|16.131000|5.0|||GFZ|gfz2012xszh|M|2.9||Poland|
gfz2012xpwe|2012-12-01T23:34:15.42|51.582000|16.193000|1.0|||GFZ|gfz2012xpwe|mb|4.31||Poland|
gfz2012wqdf|2012-11-17T21:33:42.07|51.558000|16.224000|1.0|||GFZ|gfz2012wqdf|M|3.1||Poland|
gfz2012wobi|2012-11-16T18:21:20.59|51.510000|16.078000|2.0|||GFZ|gfz2012wobi|ML|3.52||Poland|
gfz2012wdqx|2012-11-11T01:44:01.23|51.459000|16.060000|10.0|||GFZ|gfz2012wdqx|M|4.07||Poland|
gfz2012wbce|2012-11-09T16:01:33.12|51.432000|16.105000|1.0|||GFZ|gfz2012wbce|M|3.46||Poland|
gfz2012wbbx|2012-11-09T15:53:29.18|51.151000|15.883000|1.0|||GFZ|gfz2012wbbx|M|3.22||Poland|
gfz2012vjcx|2012-10-30T20:09:23.86|51.555000|16.178000|5.0|||GFZ|gfz2012vjcx|mb|4.31||Poland|
gfz2012vaey|2012-10-25T22:45:20.45|51.415000|15.920000|10.0|||GFZ|gfz2012vaey|mb|4.25||Poland|
gfz2012urkx|2012-10-21T03:32:33.23|51.417000|15.996000|10.0|||GFZ|gfz2012urkx|M|3.62||Poland|
gfz2012tzys|2012-10-11T14:04:13.59|51.483000|16.040000|5.0|||GFZ|gfz2012tzys|M|3.0||Poland|
gfz2012syra|2012-09-26T15:34:32.76|51.644000|16.228000|10.0|||GFZ|gfz2012syra|M|2.86||Poland|
gfz2012rddz|2012-08-31T15:31:12.34|51.353000|15.996000|5.3|||GFZ|gfz2012rddz|M|3.7||Poland|
gfz2012qwst|2012-08-28T03:01:56.65|51.244000|15.969000|1.2|||GFZ|gfz2012qwst|M|2.75||Poland|
gfz2012qsfd|2012-08-25T15:36:32.93|51.483000|16.088000|10.0|||GFZ|gfz2012qsfd|MLv|3.78||Poland|
gfz2012qjlw|2012-08-20T20:45:50.39|51.578000|16.253000|0.9|||GFZ|gfz2012qjlw|M|3.07||Poland|
gfz2012qefk|2012-08-17T23:51:32.19|51.414000|16.169000|2.0|||GFZ|gfz2012qefk|M|2.28||Poland|
gfz2012pmme|2012-08-08T06:48:41.84|51.355000|15.991000|10.0|||GFZ|gfz2012pmme|M|3.66||Poland|
gfz2012piaq|2012-08-05T20:26:48.2|51.464000|16.177000|5.0|||GFZ|gfz2012piaq|M|2.35||Poland|
gfz2012pbnf|2012-08-02T06:50:22.81|51.598000|16.235000|5.0|||GFZ|gfz2012pbnf|MLv|3.6||Poland|
gfz2012ogpf|2012-07-21T20:02:12.85|51.515000|15.974000|5.0|||GFZ|gfz2012ogpf|M|2.62||Poland|
gfz2012ofpi|2012-07-21T07:01:32.81|51.351000|16.122000|5.0|||GFZ|gfz2012ofpi|M|2.71||Poland|
gfz2012nubc|2012-07-14T23:14:50.31|51.159000|15.844000|10.0|||GFZ|gfz2012nubc|M|2.85||Poland|
gfz2012ltuz|2012-06-16T09:04:13.93|51.463000|16.174000|2.0|||GFZ|gfz2012ltuz|M|3.11||Poland|
gfz2012lkui|2012-06-11T10:33:17.07|51.441000|16.027000|1.1|||GFZ|gfz2012lkui|mb|4.21||Poland|
gfz2012lign|2012-06-10T01:16:49.89|51.523000|15.985000|10.0|||GFZ|gfz2012lign|mb|3.87||Poland|
gfz2012koiz|2012-05-30T03:48:17.85|51.263000|16.129000|2.0|||GFZ|gfz2012koiz|M|3.26||Poland|
gfz2012kaox|2012-05-22T14:52:55.04|51.512000|16.119000|1.0|||GFZ|gfz2012kaox|M|3.18||Poland|
gfz2012jywl|2012-05-21T16:25:07.97|51.361000|16.064000|4.9|||GFZ|gfz2012jywl|mb|3.82||Poland|
gfz2012jakn|2012-05-08T07:07:47.66|51.322000|15.993000|10.0|||GFZ|gfz2012jakn|M|3.66||Poland|
gfz2012iwbp|2012-05-05T22:04:35.78|51.465000|16.002000|10.0|||GFZ|gfz2012iwbp|mb|4.02||Poland|
gfz2012irkp|2012-05-03T08:57:26.33|51.468000|16.183000|5.0|||GFZ|gfz2012irkp|M|3.54||Poland|
gfz2012iabm|2012-04-23T21:02:36.64|51.441000|16.037000|10.0|||GFZ|gfz2012iabm|M|3.77||Poland|
gfz2012hjfa|2012-04-14T15:30:54.03|51.492000|16.075000|10.0|||GFZ|gfz2012hjfa|mb|4.23||Poland|
gfz2012hebm|2012-04-11T20:13:26.05|51.612000|16.235000|5.0|||GFZ|gfz2012hebm|M|3.8||Poland|
gfz2012gtxp|2012-04-06T06:42:56.96|51.546000|16.161000|10.0|||GFZ|gfz2012gtxp|mb|4.33||Poland|
gfz2012fxlb|2012-03-24T23:23:18.87|51.548000|16.112000|10.0|||GFZ|gfz2012fxlb|mb|4.35||Poland|
gfz2012fwoh|2012-03-24T11:55:00.97|50.487000|13.643000|1.0|||GFZ|gfz2012fwoh|M|1.77||Czech and Slovak Republics|
gfz2012fugf|2012-03-23T05:32:07.39|51.521000|16.326000|5.0|||GFZ|gfz2012fugf|M|3.07||Poland|
gfz2012frlu|2012-03-21T16:57:04.13|51.327000|15.963000|1.0|||GFZ|gfz2012frlu|M|3.13||Poland|
gfz2012frbv|2012-03-21T11:53:29.09|51.571000|16.037000|1.0|||GFZ|gfz2012frbv|MLv|2.97||Poland|
gfz2012eyia|2012-03-11T05:27:37.89|51.469000|16.120000|4.4|||GFZ|gfz2012eyia|MLv|4.18||Poland|
gfz2012erwi|2012-03-07T16:44:01.39|51.486000|16.134000|5.0|||GFZ|gfz2012erwi|M|3.27||Poland|
gfz2012dzfr|2012-02-26T11:52:26.55|51.533000|16.166000|10.0|||GFZ|gfz2012dzfr|MLv|4.22||Poland|
gfz2012dvwe|2012-02-24T15:42:03.9|51.175000|15.970000|5.0|||GFZ|gfz2012dvwe|M|2.66||Poland|
gfz2012daii|2012-02-12T20:48:55.94|51.512000|16.229000|1.0|||GFZ|gfz2012daii|M|3.38||Poland|
gfz2012bafk|2012-01-15T08:15:23.9|51.046000|15.851000|10.0|||GFZ|gfz2012bafk|M|3.41||Poland|
gfz2012azdt|2012-01-14T18:18:04.7|51.552000|16.202000|5.0|||GFZ|gfz2012azdt|MLv|3.19||Poland|
gfz2012amoo|2012-01-07T20:59:31.65|51.382000|16.084000|10.0|||GFZ|gfz2012amoo|M|3.25||Poland|
